pool_b_id,human_score,model_pred,error
PB101,8.5,8.623296737670898,0.12329673767089844
PB102,8.0,7.950122833251953,-0.049877166748046875
PB103,8.5,8.895462989807129,0.3954629898071289
PB104,8.0,7.288829326629639,-0.7111706733703613
PB105,8.5,8.27277660369873,-0.22722339630126953
PB106,7.5,7.453803062438965,-0.046196937561035156
PB107,8.5,8.378252983093262,-0.12174701690673828
PB108,8.5,8.845419883728027,0.34541988372802734
PB109,8.5,8.891776084899902,0.39177608489990234
PB110,5.5,6.112091064453125,0.612091064453125
PB111,8.5,8.735269546508789,0.23526954650878906
PB112,9.0,8.712211608886719,-0.28778839111328125
PB113,7.5,7.103206634521484,-0.3967933654785156
PB114,5.5,6.3731160163879395,0.8731160163879395
PB115,7.5,6.8441853523254395,-0.6558146476745605
PB116,8.5,8.436943054199219,-0.06305694580078125
PB117,7.0,7.825862884521484,0.8258628845214844
PB118,8.5,8.182524681091309,-0.3174753189086914
PB119,8.5,8.749430656433105,0.24943065643310547
PB120,6.5,5.677311420440674,-0.8226885795593262
PB121,8.5,9.089496612548828,0.5894966125488281
PB122,8.5,8.103723526000977,-0.39627647399902344
PB123,7.5,7.4295878410339355,-0.07041215896606445
PB124,8.0,8.095376014709473,0.09537601470947266
PB125,9.0,8.384377479553223,-0.6156225204467773
PB126,7.5,8.139954566955566,0.6399545669555664
PB127,8.5,8.293463706970215,-0.20653629302978516
PB128,9.0,9.3604154586792,0.3604154586791992
PB129,8.5,7.839466571807861,-0.6605334281921387
PB130,8.5,8.877988815307617,0.3779888153076172
PB131,8.5,8.99060344696045,0.4906034469604492
PB132,8.5,8.687457084655762,0.18745708465576172
PB133,8.5,8.984223365783691,0.4842233657836914
PB134,7.5,8.435766220092773,0.9357662200927734
PB135,7.5,8.327857971191406,0.8278579711914062
PB136,5.5,5.544450283050537,0.04445028305053711
PB137,5.0,5.347201824188232,0.3472018241882324
PB138,5.5,5.375821590423584,-0.12417840957641602
PB139,5.0,4.656284809112549,-0.34371519088745117
PB140,4.5,4.995485305786133,0.4954853057861328
PB141,7.5,4.2381062507629395,-3.2618937492370605
PB142,7.5,8.094864845275879,0.5948648452758789
PB143,4.5,3.9172701835632324,-0.5827298164367676
PB144,8.25,7.838630199432373,-0.41136980056762695
PB145,8.25,7.790644645690918,-0.45935535430908203
PB146,3.5,4.028759956359863,0.5287599563598633
PB147,8.25,8.3381929397583,0.08819293975830078
PB148,8.25,8.704739570617676,0.4547395706176758
PB149,3.5,3.934591770172119,0.43459177017211914
PB150,7.5,8.522418022155762,1.0224180221557617
PB151,4.0,4.048573017120361,0.04857301712036133
PB152,5.5,5.737776756286621,0.2377767562866211
PB153,4.5,4.981419086456299,0.48141908645629883
PB154,8.0,7.951805114746094,-0.04819488525390625
PB155,5.0,5.211143970489502,0.21114397048950195
PB156,5.5,6.139490604400635,0.6394906044006348
PB157,8.0,8.058725357055664,0.05872535705566406
PB158,5.5,5.402073383331299,-0.09792661666870117
PB159,6.0,5.88400411605835,-0.11599588394165039
PB160,8.0,8.080997467041016,0.08099746704101562
PB161,6.5,6.467501163482666,-0.032498836517333984
PB162,4.5,4.983207702636719,0.48320770263671875
PB163,7.0,7.53129768371582,0.5312976837158203
PB164,4.5,4.215144634246826,-0.28485536575317383
PB165,7.0,7.394110202789307,0.39411020278930664
PB166,6.5,7.628451824188232,1.1284518241882324
PB167,5.5,4.614363193511963,-0.8856368064880371
PB168,5.0,5.4085307121276855,0.40853071212768555
PB169,5.0,4.605635643005371,-0.3943643569946289
PB170,8.0,7.833131313323975,-0.1668686866760254
PB171,4.5,4.248022079467773,-0.25197792053222656
PB172,5.75,6.083881855010986,0.33388185501098633
PB173,8.5,9.05025577545166,0.5502557754516602
PB174,5.5,5.992455959320068,0.49245595932006836
PB175,5.5,6.066687107086182,0.5666871070861816
PB176,5.0,4.658707618713379,-0.3412923812866211
PB177,5.0,6.402653694152832,1.402653694152832
PB178,5.0,4.887255668640137,-0.11274433135986328
PB179,7.5,7.658838748931885,0.15883874893188477
PB180,5.0,4.605649948120117,-0.3943500518798828
PB181,5.0,5.048551082611084,0.048551082611083984
PB182,6.25,6.028928756713867,-0.2210712432861328
PB183,8.0,8.95190143585205,0.9519014358520508
PB184,4.0,3.8664159774780273,-0.13358402252197266
PB185,6.5,6.021251201629639,-0.47874879837036133
PB186,8.5,8.538668632507324,0.03866863250732422
PB187,8.5,8.597389221191406,0.09738922119140625
PB188,4.5,4.224052429199219,-0.27594757080078125
PB189,4.0,3.419447898864746,-0.5805521011352539
PB190,8.5,8.504843711853027,0.004843711853027344
PB191,6.0,5.9572367668151855,-0.04276323318481445
PB192,8.0,7.493130207061768,-0.5068697929382324
PB193,5.0,6.428644180297852,1.4286441802978516
PB194,7.5,7.980854034423828,0.4808540344238281
PB195,5.5,5.487071514129639,-0.012928485870361328
PB196,4.5,4.500116348266602,0.0001163482666015625
PB197,4.5,5.399013519287109,0.8990135192871094
PB198,4.0,4.149686336517334,0.14968633651733398
PB199,5.0,5.441436290740967,0.4414362907409668
PB200,4.0,4.884220123291016,0.8842201232910156
PB201,6.5,6.450733661651611,-0.04926633834838867
PB202,8.5,8.622525215148926,0.12252521514892578
PB203,8.5,8.79924488067627,0.29924488067626953
PB204,8.0,8.095379829406738,0.09537982940673828
PB205,8.5,8.601091384887695,0.10109138488769531
PB206,4.5,4.5187153816223145,0.018715381622314453
PB207,6.0,5.970930576324463,-0.02906942367553711
PB208,7.5,6.602417469024658,-0.8975825309753418
PB209,4.5,6.0277419090271,1.5277419090270996
PB210,5.0,5.295193672180176,0.2951936721801758
PB211,7.0,7.411086559295654,0.4110865592956543
PB212,5.5,6.0838704109191895,0.5838704109191895
PB213,5.0,5.2054829597473145,0.20548295974731445
PB214,8.5,8.620205879211426,0.12020587921142578
PB215,8.5,8.846700668334961,0.34670066833496094
PB216,6.5,5.949674129486084,-0.550325870513916
PB217,5.0,5.214205741882324,0.21420574188232422
PB218,8.5,8.119330406188965,-0.38066959381103516
PB219,4.0,4.760368824005127,0.760368824005127
PB220,7.5,7.672439098358154,0.1724390983581543
PB221,6.5,7.116144180297852,0.6161441802978516
PB222,7.0,7.482925891876221,0.4829258918762207
PB223,4.0,4.089208602905273,0.08920860290527344
PB224,7.5,7.938570499420166,0.438570499420166
PB225,7.5,8.30357837677002,0.8035783767700195
PB226,4.5,5.564781188964844,1.0647811889648438
PB227,5.5,5.987365245819092,0.4873652458190918
PB228,5.0,5.034533977508545,0.03453397750854492
PB229,4.25,3.719298839569092,-0.5307011604309082
PB230,4.0,4.794005870819092,0.7940058708190918
PB231,6.5,7.240994930267334,0.740994930267334
PB232,4.0,4.602076053619385,0.6020760536193848
PB233,4.5,5.820106029510498,1.320106029510498
PB234,6.5,6.132035732269287,-0.3679642677307129
PB235,6.0,6.323096752166748,0.32309675216674805
PB236,4.5,4.400723934173584,-0.09927606582641602
PB237,7.0,8.356491088867188,1.3564910888671875
PB238,6.0,6.832458972930908,0.8324589729309082
PB239,5.0,5.154312610626221,0.1543126106262207
PB240,4.0,3.782435417175293,-0.21756458282470703
PB241,7.5,8.615605354309082,1.115605354309082
PB242,8.5,9.219927787780762,0.7199277877807617
PB243,5.0,6.000392436981201,1.0003924369812012
PB244,5.0,5.254702568054199,0.2547025680541992
PB245,6.5,6.542548656463623,0.04254865646362305
PB246,6.0,6.040807723999023,0.04080772399902344
PB247,7.5,7.241122722625732,-0.2588772773742676
PB248,7.0,6.795706272125244,-0.20429372787475586
PB249,6.5,6.73042631149292,0.23042631149291992
PB250,5.5,4.807137966156006,-0.6928620338439941
PB251,6.0,5.631098747253418,-0.36890125274658203
PB252,8.0,8.463132858276367,0.4631328582763672
PB253,4.0,5.265299320220947,1.2652993202209473
PB254,5.0,4.867112159729004,-0.1328878402709961
PB255,5.0,3.8963842391967773,-1.1036157608032227
PB256,7.5,7.011661529541016,-0.4883384704589844
PB257,6.0,6.4571404457092285,0.4571404457092285
PB258,4.0,4.620606422424316,0.6206064224243164
PB259,6.0,6.032156467437744,0.03215646743774414
PB260,7.0,7.197216510772705,0.19721651077270508
PB261,8.5,8.780357360839844,0.28035736083984375
PB262,6.0,5.779907703399658,-0.2200922966003418
PB263,8.0,8.587996482849121,0.5879964828491211
PB264,5.0,6.199904918670654,1.1999049186706543
PB265,6.5,6.650380611419678,0.15038061141967773
PB266,8.5,8.6282377243042,0.12823772430419922
PB267,8.5,8.827275276184082,0.32727527618408203
PB268,4.25,4.057050704956055,-0.1929492950439453
PB269,4.0,4.3560662269592285,0.3560662269592285
PB270,8.5,8.9871187210083,0.4871187210083008
PB271,8.5,8.007488250732422,-0.4925117492675781
PB272,6.0,5.715116024017334,-0.284883975982666
PB273,8.0,8.872994422912598,0.8729944229125977
PB274,3.75,3.5779261589050293,-0.1720738410949707
PB275,6.5,6.219543933868408,-0.2804560661315918
PB276,7.5,7.830092430114746,0.3300924301147461
PB277,4.0,3.675663709640503,-0.32433629035949707
PB278,5.0,5.891509532928467,0.8915095329284668
PB279,4.5,4.252938747406006,-0.24706125259399414
PB280,8.5,7.833292484283447,-0.6667075157165527
PB281,7.0,7.177382469177246,0.1773824691772461
PB282,7.0,7.167527198791504,0.1675271987915039
PB283,7.5,6.916900157928467,-0.5830998420715332
PB284,7.5,8.359772682189941,0.8597726821899414
PB285,4.0,3.723982095718384,-0.2760179042816162
PB286,5.5,4.9059319496154785,-0.5940680503845215
PB287,8.5,8.083876609802246,-0.4161233901977539
PB288,5.5,5.279558181762695,-0.2204418182373047
PB289,8.5,8.678486824035645,0.17848682403564453
PB290,4.0,4.384899616241455,0.3848996162414551
PB291,6.5,7.377760887145996,0.8777608871459961
PB292,7.0,6.752326011657715,-0.24767398834228516
PB293,4.0,4.50785493850708,0.5078549385070801
PB294,7.5,7.902519702911377,0.40251970291137695
PB295,6.0,6.258371353149414,0.25837135314941406
PB296,4.5,4.494094371795654,-0.005905628204345703
PB297,6.0,5.9505839347839355,-0.04941606521606445
PB298,5.0,5.760009288787842,0.7600092887878418
PB299,4.5,4.200557231903076,-0.29944276809692383
PB300,4.5,4.732692241668701,0.23269224166870117
